knee_flexion,knee_valgus,hip_flexion,trunk_inclination,ankle_dorsiflexion,landing_symmetry,risk
59.24,3.77,34.0,11.34,31.7,55.48,Low
21.11,13.55,21.88,31.77,27.87,39.66,High
18.98,9.42,30.2,13.79,39.19,72.57,High
23.28,19.33,21.64,23.99,12.91,60.91,High
57.64,8.95,35.81,13.62,40.57,66.2,Moderate
45.12,11.03,32.33,21.14,24.94,59.48,Moderate
46.9,2.66,45.86,9.45,38.65,59.9,Low
69.19,5.49,36.23,10.17,41.27,43.32,Low
39.23,3.11,47.32,12.0,39.31,46.82,Moderate
43.27,5.08,41.86,10.13,43.31,64.47,Moderate
58.54,8.61,43.29,9.15,44.26,64.01,Moderate
25.74,16.62,31.28,19.0,10.32,73.61,High
16.94,6.61,29.11,32.08,29.99,58.87,High
48.36,5.09,42.74,7.29,34.62,38.5,Low
51.66,4.58,45.87,6.87,20.0,56.43,Low
52.96,11.46,46.57,13.9,33.21,58.62,Low
40.55,11.83,36.78,16.93,24.61,37.5,High
12.13,6.1,30.16,29.22,30.65,41.11,High
36.91,6.76,44.1,8.09,40.27,47.93,Moderate
56.1,11.39,49.23,11.0,32.7,43.43,Low
50.14,12.86,48.95,12.16,38.55,58.78,Moderate
41.04,11.02,36.65,20.24,22.3,58.39,Moderate
75.53,3.84,40.01,12.35,62.82,39.66,Low
51.37,7.64,49.47,8.55,36.51,55.52,Low
39.9,5.01,43.77,12.98,40.78,49.97,Low
55.66,5.97,41.65,15.59,38.34,46.71,Low
18.24,12.8,14.08,22.33,29.26,24.65,High
11.56,10.73,25.24,10.69,32.62,61.02,High
14.46,6.5,23.69,27.31,30.61,27.43,High
63.75,6.22,37.54,6.63,30.39,48.51,Low
43.62,9.65,35.08,18.74,28.21,57.13,Moderate
41.59,7.84,43.46,11.06,42.57,45.61,Moderate
11.44,6.76,24.98,30.4,27.92,40.17,High
59.48,5.57,38.81,6.52,38.36,34.19,Low
13.46,12.65,24.86,16.37,44.97,63.42,High
43.0,4.51,56.05,12.43,20.73,56.97,Low
45.18,4.87,45.79,7.55,40.08,64.76,Moderate
40.61,6.43,40.93,19.05,33.92,53.11,Moderate
11.05,14.22,19.27,30.52,44.4,60.68,High
54.55,4.16,39.37,7.08,29.25,59.04,Low
20.78,18.24,12.32,27.48,10.52,26.29,High
33.52,5.36,42.74,5.51,32.13,45.47,Moderate
22.55,17.45,17.59,5.14,43.54,59.14,High
35.06,8.02,35.41,12.8,30.84,42.85,Moderate
60.44,14.22,39.9,11.96,24.5,51.66,Moderate
58.31,3.1,41.12,14.13,31.77,63.61,Low
61.47,6.11,47.06,9.09,36.85,42.1,Low
46.32,2.54,49.41,10.58,36.68,41.7,Low
49.04,13.23,44.72,7.89,28.96,41.98,Moderate
43.0,2.51,47.04,12.19,31.06,44.77,Low
40.67,11.0,39.53,17.05,21.42,43.18,Moderate
24.67,6.24,19.75,30.07,47.41,25.91,High
39.79,11.78,30.98,16.21,24.21,60.3,Moderate
54.28,13.08,45.79,8.3,39.39,44.14,Moderate
36.63,12.12,32.17,17.2,29.85,36.94,High
55.25,7.5,43.01,13.37,43.97,40.26,Low
53.18,9.5,49.21,9.97,37.08,43.2,Low
39.45,7.16,42.01,6.9,43.56,46.24,Moderate
25.53,17.23,18.79,32.76,11.14,63.86,High
45.42,5.87,42.8,22.07,24.04,44.72,Moderate
45.92,4.42,42.04,6.69,47.09,55.88,Low
57.78,2.42,46.63,8.92,40.52,43.66,Low
23.46,19.18,26.27,19.31,14.15,71.39,High
50.61,3.54,41.15,8.39,27.62,63.96,Moderate
36.68,4.13,39.71,14.41,38.41,53.49,Moderate
45.12,8.68,40.68,18.69,35.62,53.17,Moderate
46.54,4.38,37.21,8.58,32.67,53.99,Low
53.04,11.81,37.76,16.85,22.03,47.65,Moderate
26.14,19.11,14.15,23.1,14.12,64.07,High
13.82,9.59,12.87,22.71,25.59,24.69,High
36.96,3.84,35.19,9.33,33.17,44.66,Moderate
48.23,13.78,40.12,10.72,25.44,41.77,Moderate
41.19,7.95,46.6,15.81,26.4,52.08,Low
57.9,9.5,44.77,6.79,34.89,46.73,Low
48.15,13.68,48.03,10.07,26.7,54.84,Moderate
56.96,7.56,41.33,5.05,45.59,60.23,Low
62.17,6.24,41.82,7.88,55.67,42.31,Low
37.24,5.23,35.64,6.23,24.49,52.06,Moderate
17.96,11.17,17.22,4.0,32.71,58.76,High
47.49,5.66,43.41,11.82,45.18,55.87,Low
59.07,11.79,40.88,17.07,32.71,43.57,Moderate
51.67,8.44,40.15,12.59,39.4,58.66,Low
22.57,20.19,19.36,18.52,32.93,34.22,High
52.57,6.25,46.61,11.65,37.3,44.04,Low
21.99,13.75,21.34,30.3,23.45,73.2,High
75.43,7.11,50.77,10.39,31.91,56.45,Low
54.87,5.2,42.8,23.07,22.72,58.3,Moderate
50.1,5.68,41.51,21.29,43.51,40.45,Moderate
17.28,14.55,24.52,10.65,13.3,63.15,High
47.44,6.76,42.24,7.49,29.68,47.93,Low
73.92,7.99,41.77,11.18,29.45,42.88,Low
11.24,14.9,14.65,33.13,9.57,31.05,High
47.71,7.38,32.06,23.58,35.77,51.56,Moderate
27.81,10.87,30.34,32.1,29.58,64.03,High
42.4,10.07,31.06,18.77,23.19,41.54,Moderate
23.74,10.15,23.74,17.21,18.86,33.56,High
43.0,4.12,46.18,5.05,25.07,51.53,Low
60.07,11.37,43.84,9.01,30.03,44.96,Moderate
38.39,8.95,32.59,21.34,20.09,62.88,Moderate
26.78,14.88,30.4,9.39,35.67,32.37,High
64.55,7.47,39.65,8.59,24.19,46.55,Low
40.23,8.04,30.39,16.72,22.43,40.98,Moderate
26.02,8.79,21.35,20.68,28.61,37.33,High
40.83,3.17,34.99,5.67,32.9,45.98,Moderate
51.98,6.34,43.54,2.41,29.26,41.61,Low
28.17,17.78,18.57,17.31,21.55,65.55,High
44.26,8.08,36.49,9.44,32.78,66.1,Moderate
40.85,8.28,31.82,16.95,23.4,57.48,Moderate
62.18,7.65,42.43,6.51,27.16,52.02,Low
60.39,6.56,36.61,10.43,37.11,51.14,Low
47.43,12.18,44.08,11.33,40.04,51.8,Moderate
13.03,21.11,12.0,22.94,42.76,62.08,High
23.25,15.01,26.07,14.31,22.91,28.52,High
15.28,21.23,12.87,4.0,17.16,73.93,High
20.02,14.79,14.83,28.57,39.27,64.1,High
55.53,1.49,49.57,9.13,47.72,49.27,Low
42.43,11.82,35.9,19.82,22.9,58.96,Moderate
45.95,5.92,41.13,6.41,36.38,55.12,Low
63.03,7.09,44.51,14.04,27.53,41.7,Low
37.03,7.74,45.87,6.78,31.03,54.67,Moderate
39.39,3.6,42.57,6.16,39.9,46.84,Moderate
53.77,13.13,48.88,6.75,33.61,59.01,Moderate
24.46,18.54,27.84,7.84,17.52,32.7,High
43.83,7.79,46.23,9.24,33.76,61.34,Moderate
43.1,6.06,39.1,9.55,38.98,54.23,Low
55.44,13.73,37.66,11.78,23.97,55.13,Moderate
35.08,4.77,37.76,15.91,34.15,51.23,Moderate
37.91,6.58,37.28,6.32,35.95,57.62,Moderate
46.87,12.32,36.58,6.16,37.74,46.83,Moderate
68.33,6.09,47.59,6.79,37.09,48.08,Low
42.17,6.77,46.78,18.07,20.42,41.34,Moderate
49.26,5.87,51.51,13.1,26.76,57.6,Low
40.81,8.56,31.66,17.38,18.18,60.34,Moderate
56.73,4.03,45.46,8.23,28.73,45.86,Low
47.99,3.01,35.98,8.11,20.0,53.27,Low
49.02,4.8,35.53,14.55,33.82,35.88,Moderate
62.5,7.42,37.35,11.44,31.34,57.02,Low
43.0,5.46,40.6,8.14,34.3,55.74,Low
40.27,9.13,36.58,14.52,33.42,56.96,Moderate
47.55,5.39,46.34,12.7,39.5,47.46,Low
12.29,18.99,31.66,19.61,17.12,74.41,High
13.49,7.12,31.22,13.26,29.71,35.72,High
37.15,8.45,34.01,15.15,34.04,63.23,Moderate
56.02,4.19,43.83,8.55,29.35,62.3,Low
38.44,9.19,32.62,21.67,19.99,58.58,Moderate
56.3,7.66,34.0,10.15,39.93,56.25,Low
38.04,9.01,37.21,19.37,29.14,60.33,Moderate
41.4,10.89,30.03,18.25,34.5,44.2,Moderate
48.84,5.62,46.66,7.8,31.46,44.16,Low
23.04,12.66,17.59,8.98,17.3,32.05,High
65.46,4.11,61.25,6.9,37.73,54.33,Low
56.49,6.61,34.09,14.61,33.27,66.42,Moderate
55.37,5.53,42.98,10.11,24.14,37.05,Low
25.9,12.14,23.33,34.99,18.87,61.95,High
33.5,8.06,39.23,12.82,39.38,53.28,Moderate
45.68,9.46,34.77,21.39,23.96,56.85,Moderate
54.39,13.23,45.78,12.02,36.04,57.8,Moderate
21.66,17.12,24.08,22.31,40.61,62.32,High
15.83,8.75,15.49,14.1,20.31,70.22,High
37.74,5.49,35.38,12.79,42.35,43.1,Moderate
34.4,4.38,47.68,13.49,32.3,54.21,Moderate
22.71,9.96,30.15,18.24,24.48,65.64,High
48.4,4.97,33.75,22.46,34.94,40.78,Moderate
18.31,7.9,15.99,11.37,23.79,25.48,High
17.15,14.3,15.63,32.71,13.51,35.34,High
49.57,13.64,40.79,17.3,32.46,52.15,Moderate
12.03,16.97,26.29,15.26,27.22,63.77,High
57.34,9.5,44.33,5.19,36.76,44.56,Low
53.29,14.14,49.43,13.25,40.16,50.61,Moderate
33.53,7.47,39.59,12.9,29.52,47.58,Moderate
68.16,4.2,35.42,10.41,21.11,57.65,Low
22.52,11.63,13.42,11.12,42.32,40.61,High
51.76,5.0,50.46,10.27,49.18,57.49,Low
50.98,3.05,37.19,12.91,37.99,66.4,Moderate
53.41,7.58,45.82,13.3,24.36,61.64,Low
26.11,12.88,29.24,22.49,45.54,72.7,High
40.69,3.44,34.21,7.59,33.28,56.28,Moderate
13.7,20.42,18.36,6.49,31.42,62.9,High
57.71,5.59,51.84,9.43,41.73,49.09,Low
26.55,17.74,23.01,20.77,23.81,72.09,High
24.27,9.67,20.18,14.95,30.45,60.1,High
37.29,9.52,33.44,18.08,31.94,38.16,Moderate
28.34,14.68,25.81,18.98,12.54,60.68,High
56.83,2.79,42.78,10.33,37.11,44.96,Low
54.23,4.81,36.23,21.2,23.42,41.55,Moderate
60.06,7.72,42.75,13.31,42.28,56.21,Low
27.15,7.62,14.27,5.65,44.38,29.92,High
61.49,5.21,34.92,13.6,31.45,44.99,Low
11.15,19.51,27.79,33.07,48.28,62.57,High
43.0,2.03,46.53,9.3,35.27,44.67,Low
41.42,11.91,30.73,18.66,30.17,38.11,High
21.61,20.25,31.41,14.75,35.13,59.07,High
11.05,16.23,21.27,24.12,12.73,72.21,High
45.18,11.5,35.37,19.6,30.75,42.43,Moderate
16.04,9.69,14.49,32.89,39.01,36.74,High
17.08,17.35,18.07,19.27,15.51,32.99,High
53.78,5.22,39.72,9.73,30.92,59.76,Low
43.27,5.35,37.18,20.44,25.06,52.93,Moderate
40.86,7.28,46.88,9.49,38.15,51.62,Moderate
46.55,7.4,40.07,1.74,28.21,52.6,Low
53.7,5.94,46.8,11.56,27.95,53.14,Low
46.84,3.85,49.51,8.77,42.64,45.06,Low
27.76,6.95,19.23,20.34,8.09,62.54,High
57.97,6.21,42.26,11.42,22.23,35.46,Low
52.7,7.24,38.82,7.95,35.36,43.38,Low
17.57,10.15,25.43,18.92,47.35,27.3,High
37.45,10.78,31.28,21.07,22.42,57.44,Moderate
56.85,7.53,36.84,6.44,42.07,35.72,Moderate
55.34,4.89,51.42,10.01,31.33,56.51,Low
13.55,14.87,30.45,28.6,12.84,69.34,High
56.53,8.16,52.59,11.32,37.16,42.5,Low
18.77,17.27,23.0,30.11,30.2,61.09,High
17.92,18.0,30.84,31.62,20.25,58.42,High
43.0,6.02,42.14,10.21,42.24,55.04,Low
24.3,11.53,22.44,12.37,27.82,61.53,High
59.22,11.76,49.95,6.93,40.04,52.81,Moderate
56.18,7.63,42.11,11.43,45.6,42.7,Low
50.67,5.23,34.85,9.8,34.98,49.3,Low
21.09,6.31,14.06,19.38,8.22,28.7,High
52.49,3.82,45.85,8.0,33.63,44.12,Low
22.44,16.57,23.81,33.34,48.57,75.72,High
27.92,20.79,13.99,22.36,14.19,24.19,High
27.96,18.13,14.96,23.93,17.41,25.43,High
11.32,17.34,24.32,19.99,14.74,32.34,High
50.22,4.62,44.68,11.73,40.17,50.85,Low
51.77,6.48,47.11,9.5,22.17,35.22,Moderate
33.32,7.33,47.37,9.88,35.44,55.23,Moderate
61.47,5.43,42.64,9.94,33.42,47.23,Low
14.86,11.35,24.44,19.01,32.9,41.13,High
46.54,8.56,37.57,14.28,31.97,39.23,Low
38.06,10.45,28.26,21.95,34.39,37.96,High
59.52,9.5,41.69,4.28,44.11,47.81,Low
56.27,5.06,42.21,16.0,25.17,54.86,Low
43.0,4.54,44.09,5.81,28.85,42.36,Low
53.44,5.86,34.0,4.21,36.14,58.99,Low
11.55,11.0,15.67,7.84,32.45,28.28,High
59.25,13.93,35.06,13.8,36.77,44.97,Moderate
33.65,3.88,44.52,7.65,27.5,46.86,Moderate
47.23,8.07,42.6,11.37,29.06,38.19,Moderate
47.94,2.15,37.25,7.7,31.04,52.3,Low
53.2,4.0,41.8,4.52,31.41,41.53,Low
12.22,16.57,29.27,15.42,10.36,64.18,High
17.48,10.92,29.64,34.31,25.41,62.39,High
46.48,3.26,37.38,3.43,36.48,49.33,Low
44.49,9.01,33.22,21.0,22.61,37.4,Moderate
20.58,19.16,24.45,30.58,36.98,37.0,High
49.24,6.01,51.42,11.61,33.56,47.05,Low
51.24,5.22,39.23,5.24,42.5,48.32,Low
43.96,8.29,45.2,18.86,38.46,45.5,Moderate
18.67,8.25,12.48,14.01,32.79,70.16,High
35.44,9.61,37.93,16.43,24.65,56.36,Moderate
37.98,5.85,37.11,6.04,34.87,49.12,Moderate
41.78,5.49,33.47,21.31,35.75,40.75,Moderate
40.88,5.21,40.36,13.45,43.98,48.02,Moderate
40.54,11.29,29.53,21.72,21.51,36.63,High
21.04,19.15,26.86,30.23,18.98,30.18,High
72.32,6.55,51.47,16.0,46.97,60.37,Low
22.25,13.21,17.56,5.45,29.6,34.19,High
17.62,6.18,17.87,10.46,48.79,30.33,High
49.74,7.4,50.08,6.22,22.78,58.06,Low
43.13,9.0,35.7,21.14,29.87,58.64,Moderate
35.27,10.76,39.46,20.67,34.4,41.79,Moderate
20.4,14.99,20.61,6.75,13.09,62.62,High
28.26,14.46,22.15,33.87,20.73,69.24,High
19.63,6.36,19.66,21.0,16.63,31.97,High
14.06,12.44,17.66,26.06,16.4,68.04,High
66.55,1.25,56.82,5.67,45.11,45.27,Low
38.61,7.96,43.88,14.83,27.72,55.74,Moderate
53.63,6.31,33.28,24.7,34.44,48.09,Moderate
12.33,11.69,20.78,26.15,37.02,71.43,High
59.46,11.32,35.27,10.31,43.02,59.39,Low
63.58,4.23,36.68,4.92,33.3,43.98,Low
25.6,15.28,17.66,21.3,33.89,28.28,High
46.01,4.18,36.9,19.53,40.79,57.46,Low
62.25,7.47,45.12,9.58,42.82,44.8,Low
17.84,11.81,25.79,15.57,41.52,74.07,High
68.38,5.43,45.98,9.19,37.39,48.65,Low
22.52,21.02,18.37,6.57,18.54,29.74,High
51.54,6.22,35.78,21.3,27.62,44.61,Moderate
33.76,7.42,41.83,10.19,42.44,56.95,Moderate
13.15,21.23,25.81,4.4,46.12,69.55,High
38.8,10.36,38.9,17.7,29.35,56.79,Moderate
59.51,13.71,43.86,7.46,39.37,57.2,Moderate
57.31,5.99,45.11,10.2,37.68,42.85,Low
49.22,5.07,42.2,16.0,33.15,47.65,Low
63.74,4.56,34.0,6.86,46.3,39.87,Low
36.48,4.96,35.26,11.16,35.94,54.01,Moderate
49.61,5.17,60.49,9.54,39.83,52.77,Low
18.65,7.53,25.67,15.01,44.66,30.66,High
38.41,8.34,31.46,15.38,24.93,61.7,Moderate
39.0,8.29,32.11,21.82,29.94,36.45,Moderate
54.69,3.88,49.15,6.44,31.06,48.55,Low
58.82,7.76,48.76,8.93,23.9,42.36,Low
45.36,9.0,36.99,19.7,24.86,42.62,Moderate
80.4,4.88,51.03,9.19,27.1,41.24,Low
15.14,11.68,18.64,29.76,19.01,32.83,High
43.91,9.54,39.83,17.0,19.33,56.55,Moderate
38.8,9.14,28.26,18.47,32.95,59.63,Moderate
18.8,19.38,21.54,22.59,10.75,27.09,High
45.65,10.76,38.55,18.12,26.62,39.87,Moderate
15.53,8.59,31.17,34.43,23.33,29.11,High
50.94,14.48,38.26,9.99,24.97,45.43,Moderate
14.26,14.12,18.9,14.92,18.49,33.65,High
13.43,15.87,29.16,19.96,8.38,35.73,High
52.46,8.44,49.45,6.69,26.85,53.51,Low
48.94,7.17,47.14,24.93,42.06,43.12,Moderate
26.03,11.19,14.6,10.0,35.13,28.72,High
20.85,6.85,14.15,4.03,14.48,59.63,High
16.34,10.39,21.85,24.8,35.23,62.14,High
38.34,3.43,43.56,15.4,42.79,42.28,Moderate
43.0,9.5,54.71,6.49,34.5,59.96,Low
22.49,16.6,29.44,21.03,42.14,65.94,High
22.44,13.17,17.15,9.89,38.55,28.73,High
48.45,6.0,44.3,10.22,24.43,64.21,Moderate
25.12,13.55,19.62,10.65,19.43,27.16,High
15.1,13.58,18.01,24.82,30.96,70.98,High
23.87,15.21,21.26,6.36,47.46,75.2,High
20.02,20.74,29.92,24.43,48.98,29.53,High
56.18,6.01,48.7,4.63,45.83,51.45,Low
17.53,13.55,21.56,25.52,35.5,25.25,High
23.73,15.85,29.39,32.9,29.14,69.04,High
27.96,21.72,18.04,9.13,9.02,31.22,High
40.24,6.99,39.11,7.67,41.13,49.52,Moderate
43.82,4.31,45.12,19.99,25.74,54.08,Moderate
39.9,11.42,37.45,20.28,26.38,62.06,High
37.22,4.15,46.98,15.7,29.39,42.96,Moderate
22.1,11.38,24.3,12.84,38.94,40.41,High
50.72,12.81,45.99,10.32,41.09,54.35,Moderate
71.06,5.23,47.08,14.13,29.04,55.9,Low
52.26,8.68,35.14,7.4,23.79,58.95,Low
13.83,13.93,28.4,15.93,33.0,33.49,High
52.14,4.5,40.71,18.1,34.61,54.14,Low
64.22,7.12,46.62,12.52,29.73,60.28,Low
15.58,19.73,24.89,10.89,33.52,34.01,High
37.02,4.52,42.38,8.0,24.0,53.46,Moderate
56.64,13.94,49.71,11.0,30.35,55.95,Moderate
22.15,17.0,12.25,15.49,17.74,38.94,High
44.8,6.4,39.07,21.56,31.34,56.74,Moderate
67.47,3.79,36.72,5.34,25.97,50.09,Low
70.47,3.39,45.25,12.06,40.9,42.96,Low
17.43,20.67,14.45,12.59,42.26,63.0,High
51.41,11.46,42.58,8.98,37.04,53.84,Moderate
40.87,7.42,39.14,11.51,29.82,54.38,Moderate
38.1,5.09,39.0,6.45,28.78,46.44,Moderate
59.15,8.3,41.68,15.82,23.65,63.95,Low
55.31,6.29,35.86,18.77,23.55,41.77,Moderate
54.57,4.78,44.41,10.4,23.41,44.83,Low
53.67,6.4,41.66,8.63,41.36,47.06,Low
22.84,11.59,24.56,26.13,24.28,61.28,High
23.33,15.88,12.52,32.96,12.17,64.75,High
46.49,14.36,37.64,8.69,41.55,53.41,Moderate
15.23,15.29,15.13,5.71,38.89,67.8,High
66.59,5.23,47.7,8.04,28.66,45.44,Low
33.52,6.32,45.62,9.76,42.67,48.5,Moderate
21.79,11.29,15.87,18.26,42.52,34.45,High
56.57,9.27,34.8,7.78,31.58,55.53,Low
28.22,17.86,12.27,27.91,43.06,75.22,High
28.48,20.19,13.68,24.91,40.95,60.13,High
17.39,14.79,15.2,34.11,46.76,58.03,High
11.32,12.32,13.48,16.95,43.02,38.07,High
19.55,15.79,18.86,10.21,31.29,65.91,High
33.61,5.86,47.87,12.57,40.62,48.76,Moderate
41.69,8.7,28.71,19.2,31.76,57.07,Moderate
51.61,5.16,34.48,13.53,21.02,54.17,Low
45.55,6.41,34.03,8.08,28.32,33.87,Moderate
38.04,8.88,33.83,21.75,27.71,58.29,Moderate
20.2,8.46,31.88,12.3,27.99,74.23,High
27.18,12.41,13.78,19.7,10.51,64.43,High
38.0,8.88,29.01,15.59,25.27,42.85,Moderate
43.0,5.54,46.13,6.61,34.24,43.28,Low
49.86,5.92,42.63,19.48,38.29,44.36,Moderate
55.29,7.93,37.13,6.53,40.15,66.34,Moderate
44.82,3.57,37.54,6.06,33.81,44.33,Low
55.28,12.43,45.85,13.2,33.72,47.21,Low
62.73,6.03,50.57,6.57,20.0,52.11,Low
55.48,0.5,43.8,3.5,37.41,43.12,Low
13.51,13.96,23.53,10.02,27.93,31.49,High
60.02,5.76,42.51,4.33,34.32,44.43,Low
41.76,4.35,45.72,9.0,33.55,46.83,Low
38.32,9.04,29.72,20.62,21.38,44.01,Moderate
53.87,4.38,39.98,10.05,30.03,52.84,Low
35.52,4.73,38.86,9.45,39.6,47.36,Moderate
55.05,6.69,50.39,7.55,29.76,51.77,Low
43.6,11.88,39.8,18.81,24.64,59.15,Moderate
16.61,8.23,26.93,22.23,13.28,66.57,High
34.23,3.17,46.47,5.35,42.24,47.34,Moderate
40.49,8.91,35.64,18.38,29.1,40.07,Moderate
57.35,4.84,38.09,8.05,33.52,52.49,Low
50.33,7.89,41.3,10.78,27.07,49.92,Low
52.51,8.58,43.48,18.88,37.32,41.18,Moderate
64.58,5.77,36.78,11.08,20.96,44.76,Low
24.27,13.47,31.16,15.31,9.66,34.98,High
43.0,4.95,52.47,9.05,34.49,55.36,Low
51.42,7.46,32.28,18.42,37.3,51.55,Moderate
46.06,4.83,45.35,16.15,30.42,61.64,Moderate
43.42,7.64,44.1,21.47,36.77,50.4,Moderate
52.58,8.21,44.73,14.62,26.22,34.29,Moderate
38.42,11.43,37.73,14.99,25.49,57.22,Moderate
58.7,11.69,46.32,12.33,37.32,56.04,Low
54.37,9.01,43.52,23.89,32.88,53.61,Moderate
24.73,7.1,18.77,14.54,23.79,60.2,High
40.9,5.29,47.67,24.85,35.96,45.26,Moderate
43.73,9.13,38.36,22.19,35.66,51.15,Moderate
16.84,10.96,21.37,21.86,35.67,41.58,High
62.11,5.99,42.52,6.3,39.12,57.58,Low
17.88,15.68,31.82,30.6,11.47,60.68,High
71.04,4.52,41.26,3.54,34.56,53.46,Low
38.27,9.59,29.95,20.53,20.18,41.68,Moderate
47.32,8.48,51.28,10.19,35.72,43.59,Low
40.43,10.01,35.89,18.11,29.04,60.88,Moderate
59.53,8.83,35.93,11.02,34.78,36.86,Low
27.57,21.73,20.93,6.51,28.16,30.58,High
44.07,8.31,41.7,24.65,36.89,42.44,Moderate
12.99,17.96,30.64,8.57,39.38,70.67,High
19.01,7.77,30.65,5.33,39.46,26.17,High
28.03,12.5,21.12,34.32,15.14,37.27,High
58.94,11.92,43.7,7.12,44.87,57.92,Low
33.86,7.62,37.11,11.8,34.49,51.3,Moderate
43.62,4.8,34.32,13.06,35.66,49.66,Low
38.02,11.93,34.55,21.12,26.15,43.58,Moderate
49.24,4.35,42.93,22.21,37.18,53.12,Moderate
34.03,8.47,36.29,20.72,33.65,55.86,Moderate
49.93,5.13,48.69,7.3,43.63,60.29,Low
55.46,9.5,37.55,9.49,27.76,47.91,Low
49.51,7.84,47.74,19.41,39.98,46.88,Moderate
16.69,12.75,31.98,26.45,25.61,24.7,High
63.4,8.1,49.53,3.36,42.59,41.49,Low
38.19,9.58,33.2,18.77,31.15,57.96,Moderate
24.87,19.78,19.09,27.02,39.78,29.42,High
13.73,16.14,28.49,13.94,27.31,28.6,High
51.5,12.3,45.42,14.73,37.97,56.04,Moderate
51.78,4.03,36.21,6.22,28.25,62.35,Low
55.16,4.77,52.83,8.79,31.9,58.05,Low
15.97,20.83,18.86,18.67,15.9,36.38,High
63.12,4.48,45.61,11.07,20.0,46.37,Low
40.19,11.34,29.78,20.19,24.71,42.03,Moderate
54.31,3.54,55.04,11.89,29.35,55.31,Low
43.55,5.77,44.86,11.43,43.3,34.19,Moderate
17.66,14.5,13.74,33.01,39.86,59.22,High
15.66,12.46,31.24,16.49,27.23,39.19,High
40.82,8.58,30.48,17.54,24.43,60.07,Moderate
43.25,6.52,37.4,2.91,39.17,58.34,Low
49.6,7.61,42.8,11.91,28.93,46.63,Low
40.45,9.7,35.34,15.46,20.77,40.57,Moderate
42.61,4.73,40.1,24.89,20.85,55.21,Moderate
40.09,6.68,43.37,13.18,33.14,53.53,Moderate
23.52,8.42,23.19,26.0,21.59,72.56,High
61.96,6.27,47.74,3.62,20.0,44.72,Low
47.0,13.71,34.51,17.26,37.7,49.1,Moderate
53.24,13.94,38.93,16.18,28.31,52.81,Moderate
21.88,13.06,30.33,23.57,23.74,31.15,High
34.51,7.5,39.56,14.39,25.87,52.92,Moderate
59.68,5.13,37.47,8.78,32.31,56.59,Low
24.05,16.6,24.1,23.74,28.48,34.25,High
11.61,14.75,25.88,14.25,34.88,73.31,High
13.23,21.74,29.6,25.05,44.33,62.63,High
38.93,4.82,37.14,10.17,33.63,45.11,Moderate
63.28,4.87,45.73,15.58,27.47,57.77,Low
52.72,3.6,39.89,14.32,36.69,62.19,Low
45.87,10.01,33.22,18.3,19.73,62.1,Moderate
34.24,12.25,33.08,19.82,23.11,59.3,High
19.01,19.11,27.37,14.65,31.78,34.53,High
65.68,4.45,60.16,4.48,24.71,50.15,Low
45.66,3.21,37.38,14.89,29.33,66.23,Moderate
41.76,9.55,39.78,17.41,22.25,60.38,Moderate
44.1,11.16,32.48,16.29,31.61,62.35,Moderate
44.04,10.15,36.11,21.15,25.42,37.8,Moderate
18.3,6.91,31.44,24.88,31.3,35.01,High
45.56,4.01,36.54,24.39,36.25,57.84,Moderate
52.61,3.9,46.99,7.62,37.52,52.41,Low
20.22,11.8,17.49,8.34,23.75,73.96,High
71.47,6.97,36.27,6.25,35.34,40.0,Low
55.22,4.38,37.45,7.78,33.48,59.28,Low
18.89,14.38,12.04,6.67,32.69,68.72,High
59.31,4.85,49.19,10.53,31.53,41.65,Low
44.8,12.04,38.65,6.76,41.2,40.1,Moderate
69.82,4.24,43.42,11.03,45.06,56.2,Low
14.14,12.62,22.28,17.8,18.13,75.17,High
56.99,6.18,34.0,7.14,28.85,57.39,Low
39.0,11.32,36.28,15.18,33.12,61.54,Moderate
57.5,5.66,41.22,7.88,42.05,47.35,Low
20.84,10.21,31.72,10.59,38.12,25.24,High
40.33,11.39,29.28,21.9,18.67,62.22,High
26.11,7.88,26.22,10.41,29.79,25.26,High
26.0,12.64,16.41,28.15,18.89,67.86,High
47.06,11.45,39.35,11.93,28.93,51.41,Moderate
57.06,7.49,47.51,7.79,28.76,59.01,Low
42.28,11.4,36.6,19.55,25.03,61.51,Moderate
38.6,12.45,34.9,16.48,19.02,38.77,High
59.79,7.5,47.53,11.29,44.01,43.21,Low
58.17,3.83,38.6,8.32,38.84,51.26,Low
53.89,9.5,47.27,9.53,31.53,43.92,Low
55.4,1.68,47.83,11.86,29.38,46.09,Low
37.65,7.75,44.28,7.82,36.23,42.65,Moderate
16.58,8.08,15.6,30.16,49.47,71.74,High
54.3,4.38,38.07,9.09,40.41,45.69,Low
54.2,7.39,41.22,19.91,38.34,58.9,Moderate
55.74,5.99,46.68,8.44,45.21,49.12,Low
55.33,5.35,40.0,8.43,27.17,55.88,Low
12.23,14.86,31.74,32.37,29.84,60.98,High
36.59,10.13,30.5,20.19,20.14,55.44,Moderate
13.56,7.9,23.74,19.84,30.67,35.5,High
52.37,7.17,36.95,21.85,35.71,44.63,Moderate
36.29,3.68,40.0,11.78,43.49,43.9,Moderate
53.53,2.89,36.32,14.22,51.69,55.73,Low
54.9,3.2,45.53,8.71,46.4,53.79,Low
38.86,3.36,45.66,5.64,27.92,42.14,Moderate
56.93,12.33,39.66,14.64,27.0,59.19,Low
43.0,4.61,38.84,11.39,27.95,41.35,Low
